
code	|	name	|	preferred name	|	taxid
2	|	Salmonella newport	|	Salmonella enterica subsp. enterica serovar Newport	|	108619
2	|	Salmonella paratyphi	|	Salmonella enterica subsp. enterica serovar Paratyphi A	|	54388
2	|	Salmonella typhi	|	Salmonella enterica subsp. enterica serovar Typhi	|	90370
2	|	Salmonella typhimurium	|	Salmonella enterica subsp. enterica serovar Typhimurium	|	90371
1	|	Serratia fonticola	|	 	|	47917
1	|	Serratia liquefaciens	|	 	|	614
1	|	Serratia marcescens	|	 	|	615
1	|	Serratia quinivorans	|	 	|	137545
1	|	Serratia rubidaea	|	 	|	61652
1	|	Serratia odorifera	|	 	|	618
1	|	Shewanella putrefaciens	|	 	|	24
1	|	Shigella dysenteriae	|	 	|	622
1	|	Shigella flexneri	|	 	|	623
1	|	Shigella sonnei	|	 	|	624
1	|	Simplicispira psychrophila	|	 	|	80882
1	|	Slackia exigua	|	 	|	84109
1	|	Sneathia sanguinegens	|	 	|	40543
1	|	Sphingobium xanthum	|	 	|	1387165
1	|	Sphingomonas paucimobilis	|	 	|	13689
1	|	Sporolactobacillus inulinus	|	 	|	2078
1	|	Staphylococcus aureus	|	 	|	1280
1	|	Staphylococcus capitis	|	 	|	29388
1	|	Staphylococcus caprae	|	 	|	29380
1	|	Staphylococcus chromogenes	|	 	|	46126
1	|	Staphylococcus cohnii	|	 	|	29382
1	|	Staphylococcus croceolyticus	|	Staphylococcus croceilyticus	|	319942
1	|	Staphylococcus epidermidis	|	 	|	1282
1	|	Staphylococcus haemolyticus	|	 	|	1283
1	|	Staphylococcus hominis	|	 	|	1290
1	|	Staphylococcus hyicus	|	 	|	1284
2	|	Staphylococcus jettensis	|	Staphylococcus petrasii	|	1276936
1	|	Staphylococcus lentus	|	Mammaliicoccus lentus	|	42858
1	|	Staphylococcus lugdunensis	|	 	|	28035
1	|	Staphylococcus nepalensis	|	 	|	214473
1	|	Staphylococcus pasteuri	|	 	|	45972
1	|	Staphylococcus petrasii	|	 	|	1276936
1	|	Staphylococcus saprophyticus	|	 	|	29385
1	|	Staphylococcus schleiferi	|	 	|	1295
1	|	Staphylococcus sciuri	|	Mammaliicoccus sciuri	|	1296
1	|	Staphylococcus simulans	|	 	|	1286
1	|	Staphylococcus vitulinus	|	Mammaliicoccus vitulinus	|	71237
1	|	Staphylococcus warneri	|	 	|	1292
1	|	Staphylococcus xylosus	|	 	|	1288
1	|	Stenotrophomonas maltophilia	|	 	|	40324
1	|	Streptococcus acidominimus	|	 	|	1326
1	|	Streptococcus agalactiae	|	 	|	1311
1	|	Streptococcus anginosus	|	 	|	1328
2	|	Streptococcus bovis	|	Streptococcus equinus	|	1335
1	|	Streptococcus canis	|	 	|	1329
1	|	Streptococcus constellatus	|	 	|	76860
1	|	Streptococcus cristatus	|	 	|	45634
1	|	Streptococcus dysgalactiae	|	 	|	1334
1	|	Streptococcus equinus	|	 	|	1335
1	|	Streptococcus gallolyticus	|	 	|	315405
1	|	Streptococcus gordonii	|	 	|	1302
1	|	Streptococcus intermedius	|	 	|	1338
1	|	Streptococcus milleri	|	 	|	33040
1	|	Streptococcus mitis	|	 	|	28037
1	|	Streptococcus mutans	|	 	|	1309
1	|	Streptococcus oralis	|	 	|	1303
1	|	Streptococcus parasanguinis	|	 	|	1318
1	|	Streptococcus pasteurianus	|	 	|	197614
1	|	Streptococcus porcinus	|	 	|	1340
1	|	Streptococcus pneumoniae	|	 	|	1313
1	|	Streptococcus pseudopneumoniae	|	 	|	257758
1	|	Streptococcus pseudoporcinus	|	 	|	361101
1	|	Streptococcus pyogenes	|	 	|	1314
1	|	Streptococcus salivarius	|	 	|	1304
1	|	Streptococcus sanguinis	|	 	|	1305
1	|	Streptococcus thermophilus	|	 	|	1308
1	|	Streptococcus uberis	|	 	|	1349
1	|	Streptococcus urinalis	|	 	|	149016
1	|	Streptococcus vestibularis	|	 	|	1343
1	|	Streptococcus viridans	|	 	|	78535
1	|	Streptomyces albogriseolus	|	 	|	1887
1	|	Sutterella stercoricanis	|	 	|	234908
1	|	Tamaricihabitans halophyticus	|	 	|	1262583
1	|	Tepidibacillus fermentans	|	 	|	1281767
1	|	Tolumonas auensis	|	 	|	43948
1	|	Treponema pallidum	|	 	|	160
3	|	Tropherima whipplei	|	 	|	 
1	|	Trueperella bernardiae	|	 	|	59561
1	|	Turicibacter sanguinis	|	 	|	154288
1	|	Ureaplasma parvum	|	 	|	134821
1	|	Ureaplasma urealyticum	|	 	|	2130
1	|	Urinacoccus massiliensis	|	Urinicoccus massiliensis	|	1723382
1	|	Varibaculum cambriense	|	 	|	184870
1	|	Veillonella montpellierensis	|	 	|	187328
1	|	Veillonella parvula	|	 	|	29466
1	|	Vibrio cholerae	|	 	|	666
3	|	Vibrio fluvalis	|	 	|	 
1	|	Vibrio vulnificus	|	 	|	672
1	|	Waddlia chondrophila	|	 	|	71667
1	|	Wautersiella falsenii	|	Empedobacter falsenii	|	343874
1	|	Weeksella massiliensis	|	 	|	1461577
1	|	Wolinella succinogenes	|	 	|	844
1	|	Xanthomonas arboricola	|	 	|	56448
1	|	Yersinia enterocolitica	|	 	|	630
1	|	Yersinia intermedia	|	 	|	631
1	|	Yersinia kristensenii	|	 	|	28152
1	|	Yersinia pseudotuberculosis	|	 	|	633
1	|	Abiotrophia defectiva	|	 	|	46125
1	|	Achromobacter xylosoxidans	|	 	|	85698
1	|	Acidaminococcus intestini	|	 	|	187327
1	|	Acinetobacter baumannii	|	 	|	470
1	|	Acinetobacter calcoaceticus	|	 	|	471
1	|	Acinetobacter sp.	|	 	|	472
1	|	Actinobaculum massiliense	|	 	|	202789
1	|	Actinomyces europaeus	|	Gleimia europaea	|	66228
3	|	Winkia neuii (former Actinomyces neuii)	|	 	|	 
1	|	Actinomyces sp.	|	 	|	29317
1	|	Actinomyces turicensis	|	Schaalia turicensis	|	131111
1	|	Actinomyces urogenitalis	|	 	|	103621
1	|	Actinomyces viscosus	|	 	|	1656
1	|	Actinotignum schaalii	|	 	|	59505
1	|	Aerococcus christensenii	|	 	|	87541
1	|	Akkermansia muciniphila	|	 	|	239935
1	|	Alistipes putredinis	|	 	|	28117
1	|	Alistipes sp.	|	 	|	1872444
1	|	Anaerococcus hydrogenalis	|	 	|	33029
1	|	Anaerococcus lactolyticus	|	 	|	33032
1	|	Anaerococcus obesiensis	|	 	|	1287640
1	|	Anaerococcus octavius	|	 	|	54007
1	|	Anaerococcus prevotii	|	 	|	33034
1	|	Anaerococcus rubiinfantis	|	Anaerococcus rubeinfantis	|	1720199
1	|	Anaerococcus senegalensis	|	 	|	1288120
1	|	Anaerococcus sp.	|	 	|	1872515
1	|	Anaerococcus tetradius	|	 	|	33036
1	|	Anaerococcus vaginalis	|	 	|	33037
1	|	Anaeroglobus geminatus	|	 	|	156456
1	|	Anaeroglobus sp.	|	 	|	1872518
1	|	Anaerostipes hadrus	|	 	|	649756
1	|	Arcanobacterium sp.	|	 	|	72409
1	|	Atopobium minutum	|	 	|	1381
1	|	Atopobium sp.	|	 	|	1872650
1	|	Fannyhessea vaginae	|	 	|	82135
1	|	Bacillus muralis	|	Peribacillus muralis	|	264697
1	|	Bacillus oleronius	|	Heyndrickxia oleronia	|	38875
1	|	Bacillus simplex	|	Peribacillus simplex	|	1478
1	|	Bacillus sp.	|	Bacillus sp. (in: firmicutes)	|	1409
1	|	Bacteroides caccae	|	 	|	47678
1	|	Bacteroides dorei	|	Phocaeicola dorei	|	357276
1	|	Bacteroides galacturonicus	|	 	|	384639
1	|	Bacteroides intestinalis	|	 	|	329854
1	|	Bacteroides ovatus	|	 	|	28116
1	|	Bacteroides sp.	|	 	|	29523
1	|	Bacteroides uniformis	|	 	|	820
1	|	Bacteroides vulgatus	|	Phocaeicola vulgatus	|	821
1	|	Bifidobacterium breve	|	 	|	1685
1	|	Blautia luti	|	 	|	89014
1	|	Blautia sp.	|	 	|	1955243
1	|	Brevibacillus borstelensis	|	 	|	45462
1	|	Brevibacterium paucivorans	|	 	|	170994
1	|	Brevibacterium ravenspurgense	|	 	|	479117
1	|	Brevundimonas vesicularis	|	 	|	41276
1	|	Brooklawnia massiliensis	|	 	|	461392
1	|	Campylobacter hominis	|	 	|	76517
1	|	Campylobacter ureolyticus	|	 	|	827
1	|	Candidatus Peptoniphilus massiliensis	|	 	|	337315
1	|	Casaltella massiliensis	|	 	|	938278
1	|	Citrobacter koseri	|	 	|	545
1	|	Citrobacter sp.	|	 	|	1896336
1	|	Clostridium sp.	|	 	|	1506
1	|	Collinsella aerofaciens	|	 	|	74426
1	|	Coprococcus catus	|	 	|	116085
1	|	Corynebacterium amycolatum	|	 	|	43765
1	|	Corynebacterium aurimucosum	|	 	|	169292
1	|	Corynebacterium coyleae	|	 	|	53374
1	|	Corynebacterium diphtheriae	|	 	|	1717
1	|	Corynebacterium jeikeium	|	 	|	38289
1	|	Corynebacterium minutissimum	|	 	|	38301
1	|	Corynebacterium pilbarense	|	 	|	1288393
1	|	Corynebacterium riegelii	|	 	|	156976
1	|	Corynebacterium simulans	|	 	|	146827
1	|	Corynebacterium singulare	|	 	|	161899
1	|	Corynebacterium sp.	|	 	|	1720
1	|	Corynebacterium sundsvallense	|	 	|	161902
1	|	Corynebacterium thomssenii	|	 	|	62629
1	|	Corynebacterium tuberculostearicum	|	 	|	38304
1	|	Corynebacterium tuscaniense	|	 	|	302449
1	|	Corynebacterium urealyticum	|	 	|	43771
1	|	Cupriavidus pauculus	|	 	|	82633
1	|	Cupriavidus sp.	|	 	|	1873897
1	|	Cutibacterium acnes	|	 	|	1747
1	|	Delftia acidovorans	|	 	|	80866
1	|	Delftia sp.	|	 	|	1886637
