Feature ID	Taxon
KC311756.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces urogenitalis
KC999382.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces urogenitalis
OQ947790.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces viscosus
MN587958.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces viscosus
NR_026228.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces viscosus
FJ823139.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces viscosus
GU561308.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces viscosus
M33908.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces viscosus
X53225.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Actinomyces;D_6__Actinomyces viscosus
MZ229451.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Advenella;D_6__Advenella mimigardefordensis
OL960631.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Advenella;D_6__Advenella mimigardefordensis
KT261211.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Advenella;D_6__Advenella mimigardefordensis
KC172033.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Advenella;D_6__Advenella mimigardefordensis
NR_025396.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus sanguinicola
LC145565.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus sanguinicola
AY837833.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus sanguinicola
LC589208.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus christensenii
NR_044929.2	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus christensenii
KP192302.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus christensenii
LC589210.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus urinaehominis
NR_028922.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus urinaehominis
PV396891.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PV370802.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PV370740.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PV089181.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PQ396465.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PQ396457.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PQ008506.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
OR142784.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
OR142772.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PP856175.1	D_0__Bacteria;D_1__Bacillota;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__Aerococcus viridans
PX456178.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
PX426666.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
PX426657.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
PX239788.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
PX129290.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
PP990188.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
LC866615.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
LC866614.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
LC866613.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
LC866612.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas caviae
PX457260.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX426665.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX426663.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX426661.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX426660.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX426653.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX401757.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX401748.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX275546.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PX239990.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas hydrophila
PQ489445.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
OR795524.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
ON479602.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
OQ073588.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
MZ540306.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
ON426817.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
OK103785.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
MW799891.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
MW441230.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas popoffii
PX426676.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PX426668.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PX426667.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PX063857.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PV946602.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PV826773.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PV793419.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PV790420.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PV760156.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PP738056.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas salmonicida
PP747940.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
MW680717.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
OP223013.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
MZ540304.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
ON840013.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
ON725077.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
MW627589.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
MN865172.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
MN089581.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
MK734324.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas enteropelogenes
PX426677.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426674.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426672.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426670.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426664.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426662.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426659.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426656.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426655.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
PX426654.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae;D_5__Aeromonas;D_6__Aeromonas veronii
OQ948140.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
OQ947776.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
LR899004.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
NR_029171.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
AY362885.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
LC383929.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
M75035.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
M75036.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
M75037.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
M75038.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Aggregatibacter;D_6__Aggregatibacter actinomycetemcomitans
PX112495.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV973036.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV960395.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV960373.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV960372.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV954252.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV953903.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV953882.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV953881.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PV953880.1	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiia;D_3__Verrucomicrobiales;D_4__Akkermansiaceae;D_5__Akkermansia;D_6__Akkermansia muciniphila
PX446632.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX446630.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX446628.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX446626.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX446624.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX446619.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX149969.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX121775.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX106114.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PX106111.1	D_0__Bacteria;D_1__Pseudomonadota;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Alcaligenaceae;D_5__Alcaligenes;D_6__Alcaligenes faecalis
PQ225891.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
LC830732.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
LC830725.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
OM900033.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
MT902998.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
NR_113150.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
NR_043064.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
AY643082.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii
PQ236688.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ223361.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ223355.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ223350.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ223342.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ223341.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ223330.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ222953.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PQ222949.1	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes onderdonkii
PX443654.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Alloscardovia;D_6__Alloscardovia omnicolens
PX419683.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Alloscardovia;D_6__Alloscardovia omnicolens
MZ452109.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Alloscardovia;D_6__Alloscardovia omnicolens
MT597611.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Alloscardovia;D_6__Alloscardovia omnicolens
MT464117.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Alloscardovia;D_6__Alloscardovia omnicolens
NR_042583.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Alloscardovia;D_6__Alloscardovia omnicolens
AJ278695.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Alloscardovia;D_6__Alloscardovia omnicolens
